,ctb_contrb,pid_contrb,var
659,-0.000647721254201,3,awful
660,-0.000645904442018,3,com
661,0.00064484635247,3,many
662,-0.000642374053201,3,This
663,0.000639130110932,3,ready
664,0.000637919887066,3,come
665,-0.000632962830358,3,sort
666,0.000630315890309,3,att
667,-0.000625643323714,3,ians
668,-0.000624487563568,3,required
669,-0.000619399654697,3,well
670,-0.00061589969716,3,applied
671,0.000615508184732,3,inherit
672,-0.000611216948278,3,offensive
673,-0.000606758211808,3,into
674,-0.000605709326542,3,enemies
675,-0.000598359913082,3,dozen
676,0.000596374920243,3,slightly
677,-0.000591779247545,3,follows
678,0.00058928614467,3,sexual
679,0.000588642293245,3,tricks
680,-0.000581205457142,3,interpretation
681,-0.000580178513085,3,practices
682,0.000579380968465,3,keep
683,0.000579012179729,3,On
684,0.000578145010627,3,bestiality
685,-0.00057741683643,3,suggest
686,0.000576458056985,3,before
687,0.000572886713513,3,front
688,-0.000572525925898,3,human
689,0.000571860440031,3,pin
690,-0.000564640186331,3,homosexuals
691,-0.000563849680709,3,same
692,-0.000561883728183,3,pick
693,-0.000560876268946,3,possibly
694,-0.000558521537222,3,handled
695,-0.000557812063362,3,Great
696,0.000557544490625,3,rhetorician
697,-0.000555937105321,3,doubt
698,0.000555302000242,3,Do
699,-0.000555065890463,3,discussion
700,0.000554326040688,3,forbid
701,-0.000550479534239,3,clean
702,-0.000546684414183,3,thought
703,-0.000545513771064,3,less
704,0.000543289278428,3,obviously
705,0.000541952599028,3,beings
706,0.000541748193366,3,each
707,0.000541459397829,3,deserve
708,-0.000535236218986,3,kashrut
709,-0.000533413390913,3,culture
710,0.00052906235668,3,require
711,0.000528909655524,3,ulysses
712,-0.000528881076096,3,MAKING
713,0.000527285524129,3,will
714,0.000526586206604,3,cheap
715,0.000526565674318,3,came
716,-0.000525654451154,3,Commandment
717,0.000523103928423,3,least
718,-0.000521463657581,3,consensual
719,0.000521242530471,3,obey
720,-0.000517620423782,3,out
721,-0.00051638852959,3,actual
722,0.000515567360375,3,Since
723,-0.000513497184093,3,conclusion
724,0.0005120157225,3,deal
725,-0.000510841427877,3,because
726,0.000509294923229,3,both
727,0.000508210515259,3,examine
728,0.000507349991461,3,Now
729,0.000506493516015,3,me
730,-0.000506332303284,3,track
731,0.000502440319037,3,defense
732,-0.000502081525979,3,inculcations
733,-0.000501215128157,3,get
734,0.000499289113959,3,If
735,-0.000493590662814,3,covetous
736,0.000493374286548,3,dismiss
737,-0.00049191892088,3,expound
738,-0.000490975045494,3,believes
739,0.000489831620833,3,return
740,0.000488720718684,3,messengers
741,-0.000486380590319,3,shunning
742,-0.000486097008971,3,their
743,-0.000480373994705,3,obsessive
744,-0.00047995252306,3,only
745,0.000478727201898,3,thieves
746,0.00047612701635,3,judge
747,0.000474590535375,3,showing
748,0.000474017501339,3,his
749,0.000473351638538,3,edu
750,0.000469422611394,3,here
751,-0.00046718332906,3,misguided
752,0.000462757834299,3,It
753,-0.000462218205533,3,decide
754,0.000457389426062,3,time
755,0.000457368035271,3,Is
756,0.000456761494645,3,kingdom
757,0.000456339012567,3,suggests
758,-0.000454276179835,3,realtionships
759,0.000450698308591,3,NO
760,0.000449955186078,3,incredibly
761,0.000448183048833,3,READ
762,0.00044015253891,3,condemned
763,-0.000439597671392,3,adequately
764,0.000438896159717,3,YOUR
765,-0.000437505758651,3,molestation
766,-0.000434059986767,3,another
767,-0.000432298869282,3,TOTAL
768,0.000429473286692,3,confused
769,0.000425809647017,3,condemn
770,-0.000425351497684,3,your
771,-0.000422817163533,3,tossing
772,0.00042200243636,3,courses
773,-0.000418862983072,3,whole
774,0.000414702729261,3,as
775,-0.000406930877828,3,trailing
776,-0.000405808303632,3,Public
777,0.0004022362623,3,circularity
778,-0.00040150224977,3,story
779,0.000400597510958,3,fornicators
780,-0.000400166627448,3,crushed
781,0.000397271333126,3,m
782,-0.000396640844492,3,perhaps
783,0.000395045924485,3,1
784,-0.000390850760149,3,context
785,-0.000390269749234,3,raise
786,-0.000389178247296,3,L
787,0.000387331814059,3,all
788,-0.000385772823093,3,take
789,0.000384459561967,3,anything
790,-0.000383303784949,3,readers
791,0.000382779461385,3,6
792,0.000382053050474,3,found
793,-0.000380374433677,3,involved
794,-0.00038028321642,3,reviling
795,0.00037758681403,3,abuse
796,-0.000377450660471,3,Any
797,-0.000375955198725,3,over
798,-0.000374964447183,3,absolutely
799,0.000373463304576,3,Reread
800,-0.000372334805347,3,interest
801,0.000370974058938,3,explictly
802,0.00037032050449,3,arbitrary
803,0.000370304020492,3,buried
804,-0.000366597399198,3,When
805,0.000364378781652,3,dishonest
806,-0.000364044122379,3,unlcean
807,-0.000360778309654,3,checked
808,0.00035901588151,3,own
809,0.000358328550038,3,obsessively
810,-0.000356510715117,3,tangentially
811,-0.000356130665421,3,condemnations
812,0.000355351397289,3,citing
813,-0.000349963901967,3,words
814,-0.000348789179974,3,argued
815,0.000348193390383,3,Internet
816,-0.000347075186501,3,am
817,-0.000346537693667,3,gay
818,-0.00034636495198,3,anyone
819,0.000345056115604,3,order
820,0.000343761936052,3,slandering
821,-0.00034010653257,3,so
822,0.000338499391752,3,ti
823,-0.000338204796406,3,have
824,0.000335252411486,3,justified
825,0.000332756787348,3,laws
826,0.000332211983212,3,harmless
827,-0.000332135620922,3,exposed
828,-0.000331825744274,3,can
829,-0.00033043563524,3,idiosyncracy
830,-0.00032987592839,3,verses
831,-0.000329444359777,3,continuation
832,-0.000323517756133,3,which
833,-0.000322847915854,3,matters
834,0.000317213685249,3,whoever
835,0.000315765839425,3,verse
836,0.00031471242696,3,torpedo
837,-0.000311247867021,3,fornication
838,-0.000311172418555,3,incumbent
839,0.000310257864281,3,LISTEN
840,-0.000310245748987,3,distinguishing
841,0.000309220068381,3,taking
842,0.000308400246913,3,deceived
843,0.000307848092975,3,preferred
844,0.000307676037656,3,just
845,-0.000305844128635,3,Truth
846,0.000303681730881,3,ever
847,0.000303261986228,3,go
848,-0.000302067646494,3,seriously
849,0.000300439253482,3,told
850,-0.000299805189528,3,commands
851,-0.00029944880854,3,effort
852,-0.000289071466678,3,9
853,0.000288408312528,3,intercourse
854,0.000286629159231,3,maybe
855,-0.000285889661956,3,neighbor
856,0.000285465627258,3,repeated
857,-0.000285259012102,3,within
858,0.000284470055888,3,on
859,-0.000283296876054,3,were
860,-0.000282260786201,3,immediately
861,-0.000282021606764,3,means
862,-0.000281818304248,3,mozart
863,0.000280267231952,3,send
864,-0.000278864986421,3,probably
865,-0.000275995747417,3,exegesis
866,-0.000275079300457,3,la
867,-0.000273791880491,3,sensitize
868,0.000272406967769,3,seen
869,0.000271929953181,3,near
870,-0.00027020412842,3,minds
871,0.000269747718604,3,exactly
872,-0.00026943394148,3,cite
873,-0.000265767543391,3,excellent
874,-0.000261331781617,3,except
875,-0.000260628722663,3,Most
876,-0.000260260507945,3,swindlers
877,-0.000260114195433,3,But
878,-0.000258630915541,3,solid
879,0.00025535842126,3,Gay
880,0.000254507741067,3,name
881,0.000254399824564,3,assume
882,0.000254362031205,3,shall
883,0.000252994803327,3,charges
884,0.000252835093481,3,A
885,-0.000250414169056,3,condemnation
886,-0.000249410503941,3,Panix
887,-0.000248354524253,3,force
888,0.000247545789624,3,why
